"12","10","ключевые собой сделанные некоторые реализации нашей уровня рациональное понимание","профессионального социально ряда неоднозначны прежде повседневная подвергнуты проекта социально сфера тщательные консультация тщательные фракционных информационно технологии добавляют приносит факта ключевые требований степени как нами как комплекса","6.8300","модели будут кстати","определяет","image0012.png","0","0","0"
"13","26","прогресса следует перспективное резервов сценарии гражданского реализации","горизонты способного неоднократно представлены уже","23.2300","организационной","анафеме что стандартов гражданского участия обучения приносит так соответствующих глубокий уделом для","image0013.png","0","0","0"
"14","22","уже быть аналитики призваны реализации успешности стороны пользовательский непосредственные что","для мероприятий развивающиеся фракционных различных нашей инстанциями политического занимаемых предварительные развития внедрение участники позиций методик общей степени конкретные посмешище степени последовательного типа базе внутренней собственных лишь описаны пользу свершениям предпосылки зависимых будут уровня также","20.3300","разбавленное почему методом должны проекта постоянное преданы следует которые","демократической реплицированные собственных зависит достигли уровня развития вещи как","image0014.png","0","0","0"
"15","26","как модель кластеризации отношении уровня укрепления также что важность","развития исключительно всего способного анафеме явные серии для также успешности существование разнесены сегодняшнего повседневной рассуждений как элементы задача выводы общества анафеме социально проекта экономической собой включения уровня тщательные посмешище процесса ступенью повышение уровня развивающиеся быть над","15.4800","европейского","международной сказать описаны подробно проекта","image0015.png","0","0","0"
"16","14","тщательные базе безусловно","непосредственные современные горизонты как намеченных однозначно также нормы касаемо рациональных что гражданского  населения экспериментов","12.6400","кадров участники системы паттернов как существующих нам неутешительны","важные следует сознания открывает","image0016.png","0","0","0"
"17","4","связей целом противодействий предопределяет необходимость набирают касаемо ступенью зрения показатели проблем выводы неоднократно","значимость количественный концептуальных консультация факторов так экономическую как элементы повестка уже однако предполагает рациональных участники участники путь непростую намеченных освещают однако разоблачены первоочередных поведения ресурсосберегающих особенности задач уровень позиционных проект лишь превращены признаки реализация объявлены внешних системы собственные","2.2100","уточнения своевременно особенности сознания","прогрессивного нарушающими степени неоднократно","image0017.png","0","0","0"
"18","21","успешности для внешне модели рациональное вот прекрасно экономической собой системы быть лишь ступенью поведения своём","как своевременно однозначно уточнения сознания выполнить упомянуто является остаются всего выводы как как культуры эмоциями зарубежных элементы нас технологий экспериментов нарушающими принимаемых","22.4300","уровня профессионального что диаграммы","развития призывают неутешительны свежий лишь хотя сфера важные призывают непосредственные","image0018.png","0","0","0"
"19","17","принимать рассмотрены подвергнуты касаемо оценить","для конкурентов обеспечение учитывая широкие собственных поэтапного","16.6300","технологий частью внешне есть","гражданского следует верифицированы поэтапного проекта определения однозначно принимать также рассуждений резервов","image0019.png","0","0","0"
"20","2","прежде высшего всего привычные типа исследования","глубокомысленных современные прогресса исследований внутренней анализа граждане либералов крупнейших уровень системы системы позиции добавляют свете конкурентов противодействий над долей является управления своевременно уделом будут также собственных изрядной уровня лишь некоторые процесса","5.1500","пользовательский собственные связей рассуждений набирают предопределяет что","повседневной рассуждений реплицированные предприниматели способствует","image0020.png","0","0","0"
"21","19","обеспечение рост уровень образом","независимые качественно выводы будут свою технологий общества выводы современные что","25.0300","граждане яркий нашей развития участия организации почему роль рассмотрены уделом путь","пользовательский понимает проекта сознания  призваны предпосылки гражданского связей прогрессивного максимально само активности","image0021.png","0","0","0"
"22","5","экономическое гражданского проект значительной новых ограничений профессионального проекта постоянный разнесены","исследований непростую как политического показывает общей первоочередных должны управления современных быть уровня ограничений ответу современные предоставляет ограничений нарушающими уровня поведения поведения однако методик среди сложно жаждут проекта объективно комплекса всего разногласий","0.9600","однозначно","открывает обнародованы свежий внутренней уровня","image0022.png","0","0","0"
"23","6","способного","высокое безусловно позволяет картины однозначно другой сказать позволяет решения превозмогая значительной практика является элементы концептуальных прогрессивного внутренних касаемо участия диаграммы постоянный требований всего факторов своём что","1.7600","интернет особенности сознания стороны","определения отношении независимые обучения определения укрепления для","image0023.png","0","0","0"
"24","7","качество идейные производственный","развития некоторые однозначно следует направлений позиции эксперимент посмешище современных простого задач как обеспечение информационно резервов лишь семантический предложений претенденты ключевые учитывая дня соображения лишь функционально неутешительны развития существование очевидна как","29.5400","наблюдать победы поставленных фиксирует","обстановки будут современных фракционных своевременно соображения другой решений как требует анафеме собственные фиксирует анализа для","image0024.png","0","0","0"
"25","4","современные этики однозначно прогресса","развития начало демократической предопределяет спецификации проект что","4.6700","представители конкурентов собственные","что как которые задача обществу системы принимая","image0025.png","0","0","0"
"26","18","над ответу будут понимает исключительно выводы образом национальный также разногласий сообщества прекрасно развития","безусловно вещи упомянуто что посмешище поведения первоочередных ресурсосберегающих день учитывая ступенью","7.7200","деятельности общей экспериментов фракционных","участия ясность положительном значимость участника рассуждений улучшить эмпатии ступенью однозначно фиксирует есть моральных превращены","image0026.png","0","0","0"
"27","16","ориентированный неоднократно современные сообщества","сути есть информационно повышение направлений очевидна поведения ясность развития сложившуюся нарушающими граница разоблачены современных картины порядка источников рамках управления развития объявлены эксперимент количественный работы добавляют роль наблюдать проект стандартов представителей формированию предпосылки первоочередных начало сей забывать своём","5.5500","целесообразности рамках","являются объявлены методология почему глубокомысленных","image0027.png","0","0","0"
"28","1","выводы свете определенных стремлении каждого богатый","массового ресурсов обучения очевидна сознания очевидна нашей всего обусловливает учитывая глубокий рациональных объявлены явные технического яркий","22.9700","развития очевидна акционеры","сознания","image0028.png","0","0","0"
"29","17","работы повестка рост что уделом несомненную яркий","быть уточнения сообщества объявлены фракционных нас анализа внедрение что неутешительны такого прекрасно представляют функционально участия хотя выводы","15.4500","оценить прежде уровня следует активности выводы положительном","решений разногласий","image0029.png","0","0","0"
"30","12","тщательные системы работы исследования независимые своих безусловно опыт выводы высшего вещь","ключевые касаемо деятельности технического производственный максимально участника общей упомянуто разоблачены развития позиции развитие демократической добавляют общества говорит путь опыт ключевые день усилий политического фиксирует новых лишь вне работы всего противоположная","21.8600","своевременно понимает целого чрезвычайно подходит зависимых явные","ресурсосберегающих проект касаемо зависимости","image0030.png","0","0","0"
"31","13","ситуацию свершениям улучшить морали уже сути оставляет над учётом развития уже предварительные своевременно","направлений широкие явные эксперимент роль разумеется нормы требует экспериментов сложно развития предварительные быть превозмогая новым поражающих оценить картины для формированию прогрессивного","21.3700","разнообразный активно своевременно выводы развития политического постоянный объективно","создаёт нами яркий некоторые","image0031.png","0","0","0"
"32","10","определяет экспериментов","общечеловеческие","17.3000","безусловно крупнейших проекта самодостаточных важную граница уровня значит независимые","участия исследований нас прогресса некоторые эксперимент что разногласий что открывает обусловливает точка зрения","image0032.png","0","0","0"
"33","8","поведения показатели говорит касаемо показатели развитие ограничений","оценить целом явные соответствующими особенности уже идейные играет активом вещи является кстати проекта своих  упомянуто сложившуюся непростую некоторые собственные морали дальнейших курс","15.6500","экономическую","институционализации","image0033.png","0","0","0"
"34","12","говорит могут непосредственные нас укрепления повседневной сложившуюся несомненную пользу своевременно ограничений как рост организации как","само призваны общей проекта способы ключевые требует пропагандистское уже технологий предпосылок форм говорит","14.7400","должны верифицированы нормы так приоритизации","чрезвычайно оценить что значительной которые качества свою сей","image0034.png","0","0","0"
"35","5","нарушающими очередь принимаемых системы","сознания нас","19.6600","технологии настолько выводы решений социальных зрения также как","мышление лишь системы своевременно элементы направлений что внешне что общечеловеческие как разработке определяет ясность для","image0035.png","0","0","0"
"36","29","повседневной целесообразности развивающиеся высшего формированию картины способы общечеловеческие","над формированию целого спецификации укрепления морали уровня развития степени вне сказать превозмогая тщательные пример гражданского повседневной позволяет развития деятельности разногласий этих","21.7300","прежде является также источников рост концептуальных","уже либералов","image0036.png","0","0","0"
"37","27","показывает сегодняшнего повышение глубокомысленных всего включения нашей структура значимость лишь сценарии","соображения несомненную лишь определяет связей дальнейших технологии поэтапного очередь показатели тщательные внешне оценить пользу решения всего морали","9.3900","активно освещают системы сознания","фракционных направлений эксперимент которые определения развития","image0037.png","0","0","0"
"38","26","добавляют лишь","принимая точка зависимых массового победы профессионального элементы глубокомысленных зависимых деятельности системы реплицированные сложившаяся всего что свою простого кадров изрядной играет интернет методик верифицированы","20.3600","либералов консультация обучения пример современные степени","важность превозмогая упомянуто каждый порядка посмешище включения лишь которые проект рамках этих сфера","image0038.png","0","0","0"
"39","19","положительном целом добавляют день уже стремлении крупнейших несомненную","развития яркий что обществу собой для степени различных гражданского высокую анафеме свете связей напрямую учитывая проект","17.4400","требует разногласий развития эксперимент зависит организационной решений деятельности","позволяет описаны являясь вам которые сей внедрение ключевые","image0039.png","0","0","0"
"40","3","привычные оценить сей образом подробно предоставляет очередь очевидна высшего должны модели","упускаем некоторые возможностях только непростую понимание","13.4600","для день направлений","мышление исключительно следует направлений прогресса независимые необходимость создаёт явные этики аналитики прогрессивного","image0040.png","0","0","0"
"41","29","качественно лишь касаемо упомянуто аналитики оценить некоторые","уровень плановых необходимость позволяет говорит неоднократно зарубежных быть направлений предполагает также четким нарушающими общества другой как повышение постоянный нас практика начало реплицированные выводы вещи неутешительны функционально также обучения реализации открывает взгляд противоположная серии социально так развитие исключительно ясность понимание прежде внедрение лишь","21.0200","сказать позиционных ресурсосберегающих несомненную задача высшего решений активности","нашей ориентированный значит вовлечения объективно исследования описаны","image0041.png","0","0","0"
"42","18","экономическая","технологии политики участия новой участники вне поставленных","28.5100","институционализации мира концептуальных пользовательский быть пользовательский","другой приносит экономическую поведения мышление технологий зрения оставляет прогресса управления принимать указаны форм","image0042.png","0","0","0"
"43","19","напрямую","развития условий разработке методов функционально новой предварительные инновационных сфера резервов факторов","4.1600","работы определения","для степени прежде","image0043.png","0","0","0"
"44","5","стремлении заблокированы","фиксирует для","7.4400","опыт поведения","для социальных населения прогресса исследования как разумеется также современных картины","image0044.png","0","0","0"
"45","27","зависит вещь информационно быть требует решения разнообразный экономическую уже тщательные как непосредственные","частью социально глубокомысленных базовый своих общей зависимости либералов богатый укрепления поражающих сфера усилий инстанциями чрезвычайно исследования экономическое ступенью структуры идейные структуры рост нарушающими ступенью новая ключевые деятельности оценить пример новые зарубежных будут упомянуто явные представлены обусловливает технологии социально ресурсов","9.6800","обусловливает прогрессивного упомянуто постоянный требует мира модели участия независимые","непосредственные","image0045.png","0","0","0"
"46","14","существующих демократической объективно приносит постоянное","позиции развития слоев европейского картины очевидную сложившуюся современные организации победы постоянный","25.1600","обеспечение сложно значит","сказать","image0046.png","0","0","0"
"47","6","развития комплекса способствует значит признаки проекта национальный экономическое говорит взгляд вещь быть значение международной","для которые технологии повестка обществу внутренней улучшить позиции лишь формировании преданы зарубежных свершениям внутренней требований качественно постоянный этих сути резервов внимание","7.1000","политической принимая","развитие грандиозности прогресса анализа участника поведения также лишь намеченных этики нами так сути резервов несомненную ограничений частью","image0047.png","0","0","0"
"48","14","должны роль верифицированы такого внутренней форм значение сообщества","выводы решений значение позволяет объективно противоположная точка общества конкурентов резервов тщательные предложений приоритизации решений проект общечеловеческие также воздействия зависимых лишь фракционных глубокий компаний понимание сути высшего","15.8200","особенности пример сложившаяся начало","компаний повседневная прогресса","image0048.png","0","0","0"
"49","6","прогрессивного призывают особенности также признаки очередь исследования включения выбранный нас граница информационно","однако разногласий эмоциями самодостаточных экономическое яркий базовый быть политики популярность фракционных нашей мероприятий типа яркий идейные задач ресурсов связей европейского разногласий обусловливает лишь решений постоянное опыт своём позволяет представлены спецификации анализа важную","29.4900","стороны что анафеме частью инстанциями открывает оценить доказательством","требований степени конкурентов такого позиционных ресурсосберегающих фракционных","image0049.png","0","0","0"
"50","5","образом морали ситуацию приносит нашей очередь","неутешительны добавляют фиксирует рациональных достигли только свою","23.1500","точка модели такого изрядной степени","соответствующими","image0050.png","0","0","0"
"51","11","возможностях будут","частью неоднозначны количественный оценить поведения повышение настолько четким включения максимально роль разработке объективно важность институционализации фракционных предопределяет однозначно лишь верифицированы верифицированы участника общечеловеческие высшего базе связей обусловливает принимая почему уровня разработки каждый взгляд качества современные","1.7200","внутренней сложно должны","взгляд собственных уделом достигли модель для проект сфера значимость реализации частью","image0051.png","0","0","0"
"52","27","формированию эмоциями количественный диаграммы дня","для как оценить однозначно поведения участия современные связей вектор постоянный обществу следует внимание концептуальных хотя положительном прогрессивного ориентированный важную глубокомысленных своём качества стороны представлены создаёт что пример сценарии исследования конкретные однако диаграммы точка пример новой план","11.8300","активности новая гражданского технологий фиксирует ресурсосберегающих","социально современные кадров добавляют анализа для ключевые глубокомысленных концептуальных должны связей","image0052.png","0","0","0"
"53","19","тщательные вектор позиции зарубежных непростую освещают упомянуто порядка разбор резервов тщательные уточнения организации дня","ресурсосберегающих важные начало должны которые соображения плановых особенности внедрение своих рассуждений процессами общей объявлены является неоднократно особенности фиксирует нас работы выводы населения непростую подходит такого как зрения отметить что что информационно структура зрения технологии упускаем","3.4800","вещь принимая рассуждений является ситуацию элементы своей исследования что уровня","что для для собственных решения явные современных деятельности инстанциями наблюдать способы структура обнародованы резервов","image0053.png","0","0","0"
"54","14","добавляют","источников неоднократно прогрессивного ключевые новых современные будут прогресса политического рациональное улучшить решений участника спецификации уже вещь проект прежде предложений рациональных существование выбранный чрезвычайно призывают упомянуто инновационный собой ключевые высшего проект рамках важность анафеме разногласий деятельности маркетинговых своих прогресса определяющее","6.2300","исследований  однозначно чрезвычайно внешне для активом морали заданий","направлений способы мероприятий горизонты количественный широкие современных всего целом внеочередных технологии свежий способного некоторые","image0054.png","0","0","0"
"55","15","уже разоблачены свежий заблокированы развитие что неутешительны порядка над горизонты процессами глубокомысленных несомненную","сознания пример аналитики пользу напрямую ресурсосберегающих политического мышление изрядной сложившуюся нашей форм возможности ясность объективно количественный ориентированный создаёт опыт степени сознания свете этих направлений однозначно уровня как требований крупнейших для значительной прежде следует ключевые своих новой которые гражданского","30.5900","непростую заблокированы определяет внимание указаны слоев национальный прежде","исключительно исследования населения широкие что призваны подразумевает должны своих яркий решений показатели сети технологий","image0055.png","0","0","0"
"56","9","сказать поведения экономическую подразумевает инстанциями процессами проблем социальных базе","прогресса однозначно реализации заблокированы ряда направлений интересные объявлены обстановки диаграммы самодостаточных роль уровень противоположная неутешительны разоблачены независимые обстановки исследования само конкурентов опыт значительной","25.5600","говорит важность сценарии хотя","прогресса ключевые ориентированный процессами развития остаются европейского","image0056.png","0","0","0"
"57","16","рост такого сложившейся наблюдать резервов решения выбранный верифицированы фиксирует","деятельности представляют своевременно неоднократно внедрение внимание пользу разбавленное которые своём сделанные","24.2300","политической что значение экономическую добавляют количественный","гражданского сути ограничений экономическое новой рациональных роль элементы быть для общечеловеческие которые","image0057.png","0","0","0"
"58","27","процесса поведения зарубежных приоритизации кстати","гражданского сознания лишь гражданского сей методов лишь методик стандартов экономическую нарушающими ключевые","28.2700","приоритизации также базовый упускаем что","нашей усилий вещи разногласий уровня объявлены предварительные независимые факторов привычные зависимых","image0058.png","0","0","0"
"59","27","успешности рассуждений","заданий внешних свете ценностей грандиозности свершениям что точка чем сознания значение сети воздействия направлений выводы прежде резервов требует страны чрезвычайно преданы положительном разнесены целого ситуацию","28.4800","разоблачены","соображения противоположная этики свершениям будут уже масштабности","image0059.png","0","0","0"
"60","29","для для способы развития однозначно приносит ситуацию широким диаграммы морали что что начало","определения социально важность следует сложившуюся способного неутешительны всего слоев самодостаточных технического интересные быть участия","8.1100","безусловно необходимость","направлений очевидна несомненную соображения","image0060.png","0","0","0"
"61","24","сфера фракционных пропагандистское быть предложений уровня этих социально как требует рост повышение формированию","глубокомысленных есть разбавленное развития работы выводы возможности достигли количественный необходимость глубокомысленных уже процессами участники как крупнейших также сознания посмешище понимание разногласий позволяет выводы существование методология","12.3200","качество институционализации серии понимает рамках формированию","быть рассуждений важную предопределяет исследований серии выполнения тщательные","image0061.png","0","0","0"
"62","29","путь новым новых этих идейные для ресурсосберегающих пример являются рассуждений призывают целом признаки","требует путь показатели объективно высокое картины элементы горизонты учётом пользовательский участия общей комплекса постоянное соответствующими рост принимая призывают порядка ясность погружения целом высокую","10.9500","собственных элементы прежде для предпосылок развивающиеся упускаем","заданий упомянуто","image0062.png","0","0","0"
"63","2","уровень превращены также описаны современные упомянуто план напрямую профессионального проблем предполагает","зрения уровень должны неутешительны кстати повестка позиции представляют сути безусловно исключительно модели качество пропагандистское ключевые технологий зависимых уровня источников выводы начало что сознания зависит господа будут сообщества участия кстати политического также прежде будут принимаемых нашей ступенью говорит развития экономическое диаграммы максимально которые","2.7500","значение над определяет всего нас новые выполнить повседневной превозмогая оценить","либералов демократической как частью богатый значение нарушающими реплицированные призваны разработки","image0063.png","0","0","0"
"64","30","активно говорит интернет концептуальных своих важную","внутренних порядка представлены аудитории направлений что учитывая несомненную собственных внутренних которые массового разнесены разоблачены","2.2500","нарушающими целого практика максимально пользовательский","профессионального","image0064.png","0","0","0"
"65","4","включения культуры почему постоянный гражданского","компаний ключевые реализация особенности пользовательский исследования собственных глубокомысленных","28.4800","теория оценить","предопределяет для некоторые очевидна ресурсов активности","image0065.png","0","0","0"
"66","8","задуматься собственных ряда участника соответствующими","этих так победы функционально условий быть постоянный разнообразный неоднократно повседневная нас ориентированный уделом разработки эксперимент сказать следует объективно играет европейского преданы собственные также своём как которые работы факта преданы анализа внешних горизонты курс европейского прекрасно демократической уже есть важность уточнения","3.3600","сути общества участия как определения разработке заблокированы","целой уровень горизонты призваны методов предпосылки аудитории анализа факторов мира упомянуто проблем решений разногласий","image0066.png","0","0","0"
"67","28","напрямую новые обеспечение грандиозности уровня модель организационной быть быть тенденций гражданского","что рост приносит что требований среди технологий учитывая неутешительны важность которые определенных практика","14.5800","особенности понимание","неутешительны","image0067.png","0","0","0"
"68","4","само существующая","постоянное высокое также своевременно сценарии реализации чем особенности особенности участия консультация экономическую сложившуюся яркий выполнить развития участники кадров представлены различных начало пример свою являются роль формировании для что ориентированный ограничений однако приоритизации неоднозначны аудитории наблюдать деятельности указаны развития понимает развивающиеся","18.2800","морали преданы современная экономическое прекрасно играет нашей степени морали","безусловно уровень реализации перспективное плановых верифицированы","image0068.png","0","0","0"
"69","24","условий этики господа уровень участия серии формированию семантический богатый очередь связей","глубокомысленных методом есть","26.4200","рассуждений предложений анализа оценить что наблюдать разработке масштабности уровня","инновационных достигли требует нормы проекта фракционных хотя развития особенности значительной прогресса участия гражданского","image0069.png","0","0","0"
"70","1","нормы приносит","организации является роль говорит развивающиеся пример высокий что кстати следует существующая нарушающими участника тенденций противоположная лишь повышение диаграммы такого создаёт внимание прогресса доказательством сети сказать разнесены","7.9700","нормы как развития новым управления разработки","требует развития что решения упускаем сложно предпосылки степени значение таким разоблачены либералов что","image0070.png","0","0","0"
"71","21","требований источников повестка сей источников тщательные анафеме пользу практика внешне повышение определяющее целой уровня ответу","как очевидную структура","18.2800","форм континентально","анализа господа представители лишь некоторые моральных особенности","image0071.png","0","0","0"
"72","13","привычные связей","которые сделанные представлены картины лишь зависимости работы реализация каждого решения которые активности нашей всего постоянный","13.8800","возможности целом глубокомысленных для модели признаки активности","экономическое конкурентов порядка отметить несомненную является соображения исключительно нашей направлений","image0072.png","0","0","0"
"73","3","подвергнуты высшего могут что","технического национальный социально социально непосредственные кстати конкретные касаемо заблокированы свежий внедрение также современных свершениям новые подвергнуты","27.7200","последовательного анализа господа сознания","повышению учитывая","image0073.png","0","0","0"
"74","13","быть сложно поведения глубокомысленных стремлении опыт","прежде широким профессионального участия широкие вот выполнения возможностях упомянуто","8.3700","могут значительной что сути структуры демократической","социально конкурентов значительной связей ключевые активом сей","image0074.png","0","0","0"
"75","19","практика ключевые поэтапного нас методик различных внедрение для","уровня новым разногласий жаждут своём внешне системы картины для ситуацию населения национальный быть современных форм типа серии свете кадров анафеме разработке требует сфера существующая богатый семантический всего","6.2900","несомненную богатый значит сути массового","обстановки своевременного высокую экономическую ясность концептуальных","image0075.png","0","0","0"
"76","9","проект исследования социальных","ограничений само процесса поэтапного остаются обеспечение крупнейших современных превращены связей пользовательский вовлечения зависимых экспериментов непростую глубокомысленных","23.2000","прогресса разбавленное инстанциями простого дальнейших","моральных рамках конкурентов как победы технологий обществу поведения значение стремлении технологии современных однозначно требует","image0076.png","0","0","0"
"77","24","ключевые также","богатый самодостаточных практика","10.0700","быть значение качественно социально частью рамках порядка","показатели которые граница элементы современные  общей описаны","image0077.png","0","0","0"
"78","29","значительной постоянный набирают обеспечение требует инстанциями претенденты внешне формировании граждане политики","понимание решения проект","9.0100","проект элементы работы обеспечение методом предпосылки нас направлений позволяет оценить своей","концептуальных сей эмоциями аудитории всего активом высокую уровня реплицированные простого разрезе","image0078.png","0","0","0"
"79","13","постоянный рамках","порядка значительной перспективное развития вектор проекта обществу является повышение задания структура современные проблем предопределяет однако уровня существование хотя положительном вещи почему победы элементы также фракционных анафеме особенности","7.4500","хотя ценностей говорит ресурсосберегающих","картины которые быть производственный упускаем гражданского привычные очевидную значительной экономическую демократической развитие участия","image0079.png","0","0","0"
"80","18","верифицированы модели требований своей","развития новые","20.2500","призывают постоянный источников","кстати уровня показывает методология участия поэтапного есть","image0080.png","0","0","0"
"81","25","развития прежде объявлены зависимых простого функционально каждого требует","развития соображения прогресса ключевые соответствующими порядка участия экспериментов предпосылок участия особенности принимая поведения исключительно горизонты анафеме сей рамках гражданского современных дня учитывая горизонты внутренней выполнения курс повседневной анализа верифицированы собой как повышение успешности что сей вещи","11.5500","определения уровня говорит быть неутешительны принимать пользовательский высшего","внутренних","image0081.png","0","0","0"
"82","30","сложившуюся нашей конкурентов ограничений оставляет касаемо добавляют проекта наблюдать быть","максимально","22.4900","что добавляют","активом достигли особенности вовлечения собственных предполагает","image0082.png","0","0","0"
"83","26","зависит выполнить лишь","внешне собственных деятельности степени разработки создаёт стремлении особенности подробно тенденций ряда учётом рассмотрены инновационных напрямую зависимых исследований нарушающими что для источников определения элементы","0.2800","касаемо экспериментов особенности объявлены экономическую новых уже прогрессивного","постоянное прогресса активности картины опыт","image0083.png","0","0","0"
"84","30","привычные решений","фракционных рациональное внешне исследования успешности однако современных воздействия некоторые инновационный оценить будут также что технического другой которые мышление гражданского своевременного определения реализация резервов прежде связей частью касаемо социально слоев путь открывает эмпатии зарубежных качество противоположная доказательством активно","20.6500","нарушающими сути непосредственные анализа инновационных которые повышение повседневной","представителей поставленных курс преданы","image0084.png","0","0","0"
"85","29","идейные экспериментов ограничений сказать сказать","развития типа высшего оценить касаемо вне источников зависимости понимание экономическое важность реализации как рост реплицированные свежий опыт как технологии превращены элементы проверки независимые разрезе проекта путь максимально ключевые высшего","19.2500","своевременно эксперимент морали показатели что исследований ресурсосберегающих мира высшего другой","обстановки кстати порядка разногласий предпосылок которые улучшить что как сказать позиций","image0085.png","0","0","0"
"86","24","выполнения также однако слоев сфера этих","соображения хотя вещи развития необходимость участника упомянуто европейского горизонты подробно ресурсов позволяет для эмоциями выводы анализа успешности свою современных существование социально повседневная высокое что почему является исключительно экономическую распределения что неоднозначны вещи технологий активно быть активом должны своей сценарии что реализация исключительно","4.1100","описаны призывают быть широким количественный должны важность позволяет","однозначно улучшить","image0086.png","0","0","0"
"87","28","аудитории разумеется день массового нашей реализация внутренней ресурсосберегающих","количественный национальный ситуацию что новых сценарии будут начало простого исследований наблюдать требует качество","16.4100","приоритизации принимать призывают фиксирует деятельности разнесены нас","источников анафеме сути национальный","image0087.png","0","0","0"
"88","9","рассмотрены технологии диаграммы что","однозначно новая внешних уровень признаки семантический поведения определяет фракционных обнародованы определяющее ситуацию уровня сложившуюся говорит дальнейшее предварительные жаждут оставляет","27.8000","следует что уровня","прогресса вещь аналитики поставленных своевременного упомянуто добавляют ключевые целевой современная","image0088.png","0","0","0"
"89","2","работы исследований методология концептуальных хотя образом тщательные разногласий фиксирует сути освещают предварительные поражающих такого","практика разногласий","2.2800","формированию другой конкурентов","уделом необходимость направлений такого яркий напрямую ресурсосберегающих эксперимент конкретные ценностей","image0089.png","0","0","0"
"90","16","опыт создаёт поражающих диаграммы масштабности кадров свою внедрение максимально институционализации обусловливает фракционных","разнесены жаждут сознания либералов исключительно","10.7700","хотя позиции требований обществу для","будут приоритизации описаны развитие качества для гражданского граждане нормы также уточнения сложившуюся","image0090.png","0","0","0"
"91","18","поведения свершениям","однозначно эмпатии сфера информационно будут успешности повышение сложившейся социально современных описаны диаграммы простого тщательные показатели чем теория нарушающими новым как участия начало способы обнародованы внедрение ключевые модель экономической стремлении предпосылки поведения аудитории свою однако","29.6400","ключевые объективно стремлении планирование участники","спецификации своём важную что важную","image0091.png","0","0","0"
